Function,sup1,sup2,sup3,sup4,sup5,salary,gender,disabled,race,yearsInPosition,yearsInProfession,age,cred1,cred2,highestDegree,inst1,inst2,inst3,inst4,inst5,instBudget,City,State,Zip,country,Category,instSize,instType
position21,0,0,1,45,3,44606,Woman,FALSE,Caucasian,6,14,39,FALSE,FALSE,Master's Degree,8,4,4,0,0,1215071,Greensboro,NC,27402-6170,United States,one,18516,Public Institution
position6,1,0,0,50,8,42500,Woman,FALSE,Caucasian,1,5,30,FALSE,FALSE,Master's Degree,8,4,4,0,0,1215071,Greensboro,NC,27402-6170,United States,one,18516,Public Institution
position6,0,0,0,50,8,35000,Man,FALSE,African American,1,1,25,FALSE,FALSE,Master's Degree,8,4,4,0,0,1215071,Greensboro,NC,27402-6170,United States,one,18516,Public Institution
position1,14,3,0,300,5,85500,Man,FALSE,Caucasian,10,25,47,TRUE,FALSE,Master's Degree,14,3,0,300,5,3000000,Wilmington,NC,28403-5923,United States,one,13733,Public Institution
position2,10,0,0,200,5,59000,Man,FALSE,Caucasian,8,16,44,TRUE,FALSE,Master's Degree,14,3,0,300,5,3000000,Wilmington,NC,28403-5923,United States,one,13733,Public Institution
position15,1,3,0,100,0,59000,Man,FALSE,Caucasian,0,10,40,FALSE,FALSE,Master's Degree,14,3,0,300,5,3000000,Wilmington,NC,28403-5923,United States,one,13733,Public Institution
position6,1,0,0,100,0,44000,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,14,3,0,300,5,3000000,Wilmington,NC,28403-5923,United States,one,13733,Public Institution
position20,2,0,0,40,5,44000,Woman,FALSE,Caucasian,3,7,29,FALSE,FALSE,Master's Degree,14,3,0,300,5,3000000,Wilmington,NC,28403-5923,United States,one,13733,Public Institution
position9,2,0,0,100,0,44000,Man,FALSE,Caucasian,4,16,34,FALSE,FALSE,Master's Degree,14,3,0,300,5,3000000,Wilmington,NC,28403-5923,United States,one,13733,Public Institution
position4,0,0,0,30,0,44000,Man,FALSE,Caucasian,3,7,32,FALSE,FALSE,Master's Degree,14,3,0,300,5,3000000,Wilmington,NC,28403-5923,United States,one,13733,Public Institution
position5,0,0,0,2,1,37000,Woman,FALSE,Caucasian,1,1,28,FALSE,FALSE,Bachelor's Degree,14,3,0,300,5,3000000,Wilmington,NC,28403-5923,United States,one,13733,Public Institution
position15,0,0,0,40,0,37000,Man,FALSE,Caucasian,1,7,26,FALSE,FALSE,Master's Degree,14,3,0,300,5,3000000,Wilmington,NC,28403-5923,United States,one,13733,Public Institution
position10,0,0,0,1,0,40500,Woman,FALSE,Caucasian,0,0,45,FALSE,FALSE,Bachelor's Degree,14,3,0,300,5,3000000,Wilmington,NC,28403-5923,United States,one,13733,Public Institution
position10,0,0,0,10,0,33500,Woman,FALSE,Caucasian,2,2,30,FALSE,FALSE,Bachelor's Degree,14,3,0,300,5,3000000,Wilmington,NC,28403-5923,United States,one,13733,Public Institution
position6,0,0,0,35,0,37000,Woman,FALSE,Caucasian,0,0,25,FALSE,FALSE,Master's Degree,14,3,0,300,5,3000000,Wilmington,NC,28403-5923,United States,one,13733,Public Institution
position20,0,0,0,20,0,37000,Man,FALSE,Caucasian,1,3,36,FALSE,FALSE,Master's Degree,14,3,0,300,5,3000000,Wilmington,NC,28403-5923,United States,one,13733,Public Institution
position27,0,0,0,20,0,37000,Man,FALSE,Caucasian,2,2,41,FALSE,FALSE,Master's Degree,14,3,0,300,5,3000000,Wilmington,NC,28403-5923,United States,one,13733,Public Institution
position11,0,0,0,12,0,37000,Man,FALSE,Caucasian,2,7,27,FALSE,FALSE,Master's Degree,14,3,0,300,5,3000000,Wilmington,NC,28403-5923,United States,one,13733,Public Institution
position9,0,0,0,100,0,37000,Man,FALSE,Caucasian,2,9,28,FALSE,FALSE,Master's Degree,14,3,0,300,5,3000000,Wilmington,NC,28403-5923,United States,one,13733,Public Institution
position25,0,0,0,0,0,33500,Man,FALSE,Caucasian,2,2,54,FALSE,FALSE,No College Degree,14,3,0,300,5,3000000,Wilmington,NC,28403-5923,United States,one,13733,Public Institution
position1,7,6,2,0,0,74970,Woman,FALSE,Caucasian,1,18,42,FALSE,TRUE,Master's Degree,8,6,2,154,22,1548540,Grand Forks,ND,58202,United States,one,15250,Public Institution
position3,2,0,0,40,6,54000,Woman,FALSE,Caucasian,5,5,30,FALSE,FALSE,Master's Degree,8,6,2,154,22,1548540,Grand Forks,ND,58202,United States,one,15250,Public Institution
position13,1,0,1,110,12,42000,Man,FALSE,Caucasian,3,3,31,FALSE,FALSE,Master's Degree,8,6,2,154,22,1548540,Grand Forks,ND,58202,United States,one,15250,Public Institution
position19,0,0,0,4,1,36050,Man,FALSE,Caucasian,0,0,24,FALSE,FALSE,Master's Degree,8,6,2,154,22,1548540,Grand Forks,ND,58202,United States,one,15250,Public Institution
position17,0,0,0,35,5,36050,Woman,FALSE,Caucasian,0,0,27,FALSE,FALSE,Bachelor's Degree,8,6,2,154,22,1548540,Grand Forks,ND,58202,United States,one,15250,Public Institution
position25,0,1,0,4,2,34074,Man,FALSE,Caucasian,3,3,29,FALSE,FALSE,Bachelor's Degree,8,6,2,154,22,1548540,Grand Forks,ND,58202,United States,one,15250,Public Institution
position7,0,0,1,0,1,48315,Woman,FALSE,Caucasian,5,5,38,FALSE,FALSE,Master's Degree,8,6,2,154,22,1548540,Grand Forks,ND,58202,United States,one,15250,Public Institution
position6,0,0,0,40,15,35823,Woman,FALSE,Caucasian,4,4,32,FALSE,FALSE,Master's Degree,8,6,2,154,22,1548540,Grand Forks,ND,58202,United States,one,15250,Public Institution
position22,0,0,0,0,0,38200,Woman,FALSE,Caucasian,29,29,57,FALSE,FALSE,Associate's Degree,8,6,2,154,22,1548540,Grand Forks,ND,58202,United States,one,15250,Public Institution
position25,0,3,0,0,1,35545,Man,TRUE,Caucasian,12,4,55,FALSE,FALSE,No College Degree,8,6,2,154,22,1548540,Grand Forks,ND,58202,United States,one,15250,Public Institution
position25,0,0,0,0,0,24440,Man,FALSE,Caucasian,1,1,24,FALSE,FALSE,No College Degree,8,6,2,154,22,1548540,Grand Forks,ND,58202,United States,one,15250,Public Institution
position25,0,0,0,0,0,24440,Man,FALSE,Caucasian,0,0,27,FALSE,FALSE,No College Degree,8,6,2,154,22,1548540,Grand Forks,ND,58202,United States,one,15250,Public Institution
position25,0,0,0,0,0,24440,Man,FALSE,Caucasian,0,0,26,FALSE,FALSE,No College Degree,8,6,2,154,22,1548540,Grand Forks,ND,58202,United States,one,15250,Public Institution
position25,0,0,0,0,0,30160,Man,FALSE,Caucasian,12,0,50,FALSE,FALSE,No College Degree,8,6,2,154,22,1548540,Grand Forks,ND,58202,United States,one,15250,Public Institution
position1,12,6,5,300,1,92332,Woman,FALSE,Caucasian,2,21,45,TRUE,FALSE,Master's Degree,13,6,5,300,1,6100000,Denton,TX,76203-5017,United States,one,37950,Public Institution
position3,3,3,1,150,1,57432,Man,FALSE,Caucasian,4,19,44,TRUE,FALSE,Master's Degree,13,6,5,300,1,6100000,Denton,TX,76203-5017,United States,one,37950,Public Institution
position3,6,0,0,150,0,56052,Man,FALSE,Caucasian,2,11,36,FALSE,FALSE,Master's Degree,13,6,5,300,1,6100000,Denton,TX,76203-5017,United States,one,37950,Public Institution
position15,1,0,0,60,0,43581,Man,FALSE,Caucasian,5,5,33,FALSE,FALSE,Bachelor's Degree,13,6,5,300,1,6100000,Denton,TX,76203-5017,United States,one,37950,Public Institution
position4,0,0,1,45,0,43614,Woman,FALSE,Caucasian,5,5,43,FALSE,FALSE,Master's Degree,13,6,5,300,1,6100000,Denton,TX,76203-5017,United States,one,37950,Public Institution
position6,1,0,1,45,0,43491,Woman,FALSE,Caucasian,5,5,30,FALSE,FALSE,Master's Degree,13,6,5,300,1,6100000,Denton,TX,76203-5017,United States,one,37950,Public Institution
position9,1,0,1,100,0,50721,Man,FALSE,Caucasian,11,11,36,FALSE,FALSE,Master's Degree,13,6,5,300,1,6100000,Denton,TX,76203-5017,United States,one,37950,Public Institution
position20,1,0,1,40,0,46139,Man,FALSE,Caucasian,9,9,37,FALSE,FALSE,Master's Degree,13,6,5,300,1,6100000,Denton,TX,76203-5017,United States,one,37950,Public Institution
position5,0,0,0,3,0,43578,Man,FALSE,Caucasian,8,8,36,FALSE,FALSE,Bachelor's Degree,13,6,5,300,1,6100000,Denton,TX,76203-5017,United States,one,37950,Public Institution
position15,0,0,0,60,0,35017,Man,FALSE,Caucasian,5,5,29,FALSE,FALSE,Master's Degree,13,6,5,300,1,6100000,Denton,TX,76203-5017,United States,one,37950,Public Institution
position6,0,0,1,45,0,33343,Man,FALSE,Caucasian,1,1,26,FALSE,FALSE,Master's Degree,13,6,5,300,1,6100000,Denton,TX,76203-5017,United States,one,37950,Public Institution
position11,0,0,1,7,0,33969,Woman,FALSE,Caucasian,1,3,29,FALSE,FALSE,Master's Degree,13,6,5,300,1,6100000,Denton,TX,76203-5017,United States,one,37950,Public Institution
position20,0,0,1,40,0,34608,Man,FALSE,Caucasian,3,3,28,FALSE,FALSE,Master's Degree,13,6,5,300,1,6100000,Denton,TX,76203-5017,United States,one,37950,Public Institution
position1,2,3,0,75,0,56350,Woman,FALSE,Caucasian,19,35,59,TRUE,FALSE,Master's Degree,3,3,0,75,0,641693,Kirksville,MO,63501-4221,United States,one,6237,Public Institution
position6,0,0,0,25,0,38760,Woman,FALSE,Asian American,2,2,29,FALSE,FALSE,Master's Degree,3,3,0,75,0,641693,Kirksville,MO,63501-4221,United States,one,6237,Public Institution
position9,0,0,0,25,0,37455,Man,FALSE,Caucasian,3,3,25,FALSE,FALSE,Master's Degree,3,3,0,75,0,641693,Kirksville,MO,63501-4221,United States,one,6237,Public Institution
position1,13,4,0,289,43,86500,Woman,FALSE,Caucasian,3,28,50,TRUE,FALSE,Master's Degree,13,4,0,289,43,1800000,Flagstaff,AZ,86011,United States,one,25991,Public Institution
position2,10,2,0,289,43,73100,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,Master's Degree,13,4,0,289,43,1800000,Flagstaff,AZ,86011,United States,one,25991,Public Institution
position3,5,1,0,158,12,51000,Woman,FALSE,Caucasian,2,8,32,FALSE,FALSE,Master's Degree,13,4,0,289,43,1800000,Flagstaff,AZ,86011,United States,one,25991,Public Institution
position13,4,1,0,98,17,52300,Man,FALSE,Caucasian,1,8,30,FALSE,FALSE,Master's Degree,13,4,0,289,43,1800000,Flagstaff,AZ,86011,United States,one,25991,Public Institution
position13,4,1,0,118,16,49500,Man,FALSE,Caucasian,5,10,34,FALSE,FALSE,Bachelor's Degree,13,4,0,289,43,1800000,Flagstaff,AZ,86011,United States,one,25991,Public Institution
position17,1,0,0,6,0,41200,Woman,FALSE,Caucasian,2,10,33,FALSE,FALSE,Master's Degree,13,4,0,289,43,1800000,Flagstaff,AZ,86011,United States,one,25991,Public Institution
position20,1,0,0,33,10,41200,Man,FALSE,Caucasian,1,8,44,FALSE,FALSE,Associate's Degree,13,4,0,289,43,1800000,Flagstaff,AZ,86011,United States,one,25991,Public Institution
position4,1,0,0,43,12,42500,Woman,FALSE,Caucasian,4,10,33,FALSE,FALSE,Master's Degree,13,4,0,289,43,1800000,Flagstaff,AZ,86011,United States,one,25991,Public Institution
position23,0,0,0,10,5,42500,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,13,4,0,289,43,1800000,Flagstaff,AZ,86011,United States,one,25991,Public Institution
position27,0,0,0,25,6,45500,Woman,FALSE,Caucasian,4,8,31,FALSE,FALSE,Master's Degree,13,4,0,289,43,1800000,Flagstaff,AZ,86011,United States,one,25991,Public Institution
position11,0,0,0,12,0,36600,Man,FALSE,Caucasian,1,3,26,FALSE,FALSE,Master's Degree,13,4,0,289,43,1800000,Flagstaff,AZ,86011,United States,one,25991,Public Institution
position6,0,0,0,34,12,35600,Woman,FALSE,Other,1,3,25,FALSE,FALSE,Master's Degree,13,4,0,289,43,1800000,Flagstaff,AZ,86011,United States,one,25991,Public Institution
position15,0,0,0,60,0,36300,Woman,FALSE,Caucasian,2,4,25,FALSE,FALSE,Master's Degree,13,4,0,289,43,1800000,Flagstaff,AZ,86011,United States,one,25991,Public Institution
position10,0,0,0,6,0,36500,Woman,FALSE,Hispanic,3,3,48,FALSE,FALSE,Associate's Degree,13,4,0,289,43,1800000,Flagstaff,AZ,86011,United States,one,25991,Public Institution
position22,0,0,0,4,0,33300,Man,FALSE,Caucasian,5,8,28,FALSE,FALSE,Bachelor's Degree,13,4,0,289,43,1800000,Flagstaff,AZ,86011,United States,one,25991,Public Institution
position25,0,0,0,11,0,36300,Man,FALSE,Caucasian,4,15,52,FALSE,FALSE,Bachelor's Degree,13,4,0,289,43,1800000,Flagstaff,AZ,86011,United States,one,25991,Public Institution
position1,5,1,0,0,0,75129,Man,FALSE,Caucasian,6,17,40,TRUE,FALSE,Master's Degree,8,4,3,165,0,2558249,Greeley,CO,80639,United States,one,13070,Public Institution
position3,2,0,0,0,0,61544,Man,FALSE,Caucasian,2,14,38,FALSE,FALSE,Master's Degree,8,4,3,165,0,2558249,Greeley,CO,80639,United States,one,13070,Public Institution
position20,0,0,1,35,0,39288,Man,FALSE,Caucasian,5,7,29,FALSE,FALSE,Master's Degree,8,4,3,165,0,2558249,Greeley,CO,80639,United States,one,13070,Public Institution
position6,0,0,1,30,1,38185,Woman,FALSE,Caucasian,2,7,30,FALSE,FALSE,Doctoral,8,4,3,165,0,2558249,Greeley,CO,80639,United States,one,13070,Public Institution
position19,0,0,1,40,0,38185,Man,FALSE,Caucasian,0,2,26,FALSE,FALSE,Master's Degree,8,4,3,165,0,2558249,Greeley,CO,80639,United States,one,13070,Public Institution
position9,0,0,0,40,0,38185,Man,FALSE,Caucasian,4,4,34,FALSE,FALSE,Master's Degree,8,4,3,165,0,2558249,Greeley,CO,80639,United States,one,13070,Public Institution
position11,0,0,0,10,1,38185,Woman,FALSE,Caucasian,0,2,23,FALSE,FALSE,Master's Degree,8,4,3,165,0,2558249,Greeley,CO,80639,United States,one,13070,Public Institution
position15,0,3,0,6,0,38185,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,Master's Degree,8,4,3,165,0,2558249,Greeley,CO,80639,United States,one,13070,Public Institution
position1,7,2,7,181,1,27219,Woman,FALSE,Caucasian,7,20,54,TRUE,FALSE,Master's Degree,8,2,6,181,2,3241630,Dekalb,IL,60115,United States,one,21869,Public Institution
position3,0,0,2,20,1,51028,Man,FALSE,Caucasian,10,22,46,FALSE,FALSE,Master's Degree,8,2,6,181,2,3241630,Dekalb,IL,60115,United States,one,21869,Public Institution
position21,0,0,2,60,0,38446,Woman,FALSE,Caucasian,3,5,27,FALSE,FALSE,Master's Degree,8,2,6,181,2,3241630,Dekalb,IL,60115,United States,one,21869,Public Institution
position20,0,0,0,20,0,41000,Woman,FALSE,Caucasian,4,4,30,FALSE,FALSE,Master's Degree,8,2,6,181,2,3241630,Dekalb,IL,60115,United States,one,21869,Public Institution
position9,1,0,1,38,0,41000,Woman,FALSE,Caucasian,4,6,29,FALSE,FALSE,Master's Degree,8,2,6,181,2,3241630,Dekalb,IL,60115,United States,one,21869,Public Institution
position6,1,0,1,40,5,44075,Man,FALSE,African American,4,7,35,FALSE,FALSE,Master's Degree,8,2,6,181,2,3241630,Dekalb,IL,60115,United States,one,21869,Public Institution
position5,0,0,0,2,0,35000,Woman,FALSE,Caucasian,2,2,26,FALSE,FALSE,Bachelor's Degree,8,2,6,181,2,3241630,Dekalb,IL,60115,United States,one,21869,Public Institution
position11,0,0,0,0,0,35000,Man,FALSE,Caucasian,2,2,26,FALSE,FALSE,Master's Degree,8,2,6,181,2,3241630,Dekalb,IL,60115,United States,one,21869,Public Institution
position10,0,0,0,0,0,27928,Woman,FALSE,African American,5,12,32,FALSE,FALSE,Bachelor's Degree,8,2,6,181,2,3241630,Dekalb,IL,60115,United States,one,21869,Public Institution
position10,0,0,1,1,0,26483,Woman,FALSE,Caucasian,3,5,56,FALSE,FALSE,Bachelor's Degree,8,2,6,181,2,3241630,Dekalb,IL,60115,United States,one,21869,Public Institution
position7,0,0,0,0,0,10000,Woman,FALSE,Caucasian,10,10,58,FALSE,FALSE,Master's Degree,8,2,6,181,2,3241630,Dekalb,IL,60115,United States,one,21869,Public Institution
position1,2,1,1,16,0,72500,Man,FALSE,Caucasian,1,19,46,TRUE,FALSE,Doctoral,8,3,4,383,0,1831000,Cedar Falls,IA,50614-0201,United States,one,12273,Public Institution
position3,5,0,1,30,1,67716,Man,TRUE,Caucasian,18,33,57,FALSE,FALSE,Master's Degree,8,3,4,383,0,1831000,Cedar Falls,IA,50614-0201,United States,one,12273,Public Institution
position4,0,0,0,55,0,36000,Woman,FALSE,Caucasian,1,1,24,FALSE,FALSE,Master's Degree,8,3,4,383,0,1831000,Cedar Falls,IA,50614-0201,United States,one,12273,Public Institution
position6,0,0,0,30,5,48318,Woman,FALSE,Caucasian,21,21,48,FALSE,FALSE,Bachelor's Degree,8,3,4,383,0,1831000,Cedar Falls,IA,50614-0201,United States,one,12273,Public Institution
position9,0,0,0,100,0,46925,Woman,FALSE,Caucasian,20,20,54,FALSE,FALSE,Bachelor's Degree,8,3,4,383,0,1831000,Cedar Falls,IA,50614-0201,United States,one,12273,Public Institution
position6,0,0,1,55,0,44543,Woman,FALSE,Caucasian,13,13,38,FALSE,FALSE,Master's Degree,8,3,4,383,0,1831000,Cedar Falls,IA,50614-0201,United States,one,12273,Public Institution
position20,0,0,1,40,0,47851,Man,FALSE,Caucasian,17,17,43,FALSE,FALSE,Master's Degree,8,3,4,383,0,1831000,Cedar Falls,IA,50614-0201,United States,one,12273,Public Institution
position11,0,0,0,15,0,38314,Man,FALSE,Caucasian,3,3,27,FALSE,FALSE,Master's Degree,8,3,4,383,0,1831000,Cedar Falls,IA,50614-0201,United States,one,12273,Public Institution
position1,7,1,1,115,0,77000,Man,FALSE,Caucasian,7,25,53,TRUE,FALSE,Master's Degree,8,1,1,115,0,800000,Highland Heights,KY,41099,United States,one,15634,Public Institution
position15,1,0,0,45,0,45000,Woman,FALSE,Caucasian,7,10,40,FALSE,FALSE,Bachelor's Degree,8,1,1,115,0,800000,Highland Heights,KY,41099,United States,one,15634,Public Institution
position9,1,0,1,35,0,41000,Man,FALSE,Caucasian,2,8,32,TRUE,FALSE,Master's Degree,8,1,1,115,0,800000,Highland Heights,KY,41099,United States,one,15634,Public Institution
position11,1,0,0,2,0,43000,Woman,FALSE,Caucasian,10,12,32,TRUE,FALSE,Master's Degree,8,1,1,115,0,800000,Highland Heights,KY,41099,United States,one,15634,Public Institution
position10,0,1,0,0,0,39000,Man,FALSE,Caucasian,3,10,30,FALSE,FALSE,Master's Degree,8,1,1,115,0,800000,Highland Heights,KY,41099,United States,one,15634,Public Institution
position9,0,0,0,35,0,33000,Woman,FALSE,Caucasian,2,2,23,TRUE,FALSE,Master's Degree,8,1,1,115,0,800000,Highland Heights,KY,41099,United States,one,15634,Public Institution
position6,0,0,0,20,0,33000,Woman,FALSE,Hispanic,2,2,30,FALSE,FALSE,Bachelor's Degree,8,1,1,115,0,800000,Highland Heights,KY,41099,United States,one,15634,Public Institution
position4,0,0,0,15,0,34000,Woman,FALSE,Caucasian,7,7,30,FALSE,FALSE,Master's Degree,8,1,1,115,0,800000,Highland Heights,KY,41099,United States,one,15634,Public Institution
position10,0,0,0,0,0,29000,Woman,FALSE,Caucasian,2,2,23,FALSE,FALSE,Master's Degree,8,1,1,115,0,800000,Highland Heights,KY,41099,United States,one,15634,Public Institution
position7,4,1,2,36,7,55000,Man,FALSE,Caucasian,12,12,50,FALSE,FALSE,Master's Degree,5,1,2,36,4,NA,Natchitoches,LA,71497,United States,one,9447,Public Institution
position9,0,0,2,9,0,36000,Man,FALSE,Caucasian,7,7,31,FALSE,FALSE,Master's Degree,5,1,2,36,4,NA,Natchitoches,LA,71497,United States,one,9447,Public Institution
position6,0,1,0,4,7,36000,Woman,FALSE,Caucasian,2,2,26,FALSE,FALSE,Bachelor's Degree,5,1,2,36,4,NA,Natchitoches,LA,71497,United States,one,9447,Public Institution
position15,0,0,2,23,0,36000,Woman,FALSE,Caucasian,10,10,50,FALSE,FALSE,Bachelor's Degree,5,1,2,36,4,NA,Natchitoches,LA,71497,United States,one,9447,Public Institution
position17,0,0,0,0,0,22000,Woman,FALSE,Caucasian,4,4,25,FALSE,FALSE,Bachelor's Degree,5,1,2,36,4,NA,Natchitoches,LA,71497,United States,one,9447,Public Institution
position1,10,1,5,150,10,92576,Man,FALSE,Caucasian,18,37,61,TRUE,FALSE,Master's Degree,11,1,5,150,10,2175000,Rochester,MI,48309-4401,United States,one,19740,Public Institution
position3,2,1,0,40,0,77718,Woman,FALSE,Caucasian,17,17,60,FALSE,FALSE,Master's Degree,11,1,5,150,10,2175000,Rochester,MI,48309-4401,United States,one,19740,Public Institution
position3,3,0,4,65,10,61842,Woman,FALSE,Caucasian,5,18,42,FALSE,FALSE,Master's Degree,11,1,5,150,10,2175000,Rochester,MI,48309-4401,United States,one,19740,Public Institution
position3,2,0,1,45,0,53353,Man,FALSE,Caucasian,8,14,41,FALSE,FALSE,Master's Degree,11,1,5,150,10,2175000,Rochester,MI,48309-4401,United States,one,19740,Public Institution
position4,0,0,0,40,0,47725,Man,FALSE,Caucasian,17,17,52,FALSE,FALSE,Bachelor's Degree,11,1,5,150,10,2175000,Rochester,MI,48309-4401,United States,one,19740,Public Institution
position19,0,0,0,10,0,46171,Woman,FALSE,Caucasian,11,11,40,FALSE,FALSE,Master's Degree,11,1,5,150,10,2175000,Rochester,MI,48309-4401,United States,one,19740,Public Institution
position6,0,0,2,30,10,42136,Woman,FALSE,Other,8,8,34,FALSE,FALSE,Master's Degree,11,1,5,150,10,2175000,Rochester,MI,48309-4401,United States,one,19740,Public Institution
position15,0,0,1,5,0,40695,Man,FALSE,Caucasian,3,3,29,FALSE,FALSE,Master's Degree,11,1,5,150,10,2175000,Rochester,MI,48309-4401,United States,one,19740,Public Institution
position9,0,0,2,35,0,41220,Man,FALSE,Caucasian,8,8,31,FALSE,FALSE,Master's Degree,11,1,5,150,10,2175000,Rochester,MI,48309-4401,United States,one,19740,Public Institution
position17,0,0,0,30,0,40000,Man,FALSE,Caucasian,1,4,31,FALSE,FALSE,Master's Degree,11,1,5,150,10,2175000,Rochester,MI,48309-4401,United States,one,19740,Public Institution
position7,0,0,0,0,0,37749,Woman,FALSE,Caucasian,3,3,25,FALSE,FALSE,Bachelor's Degree,11,1,5,150,10,2175000,Rochester,MI,48309-4401,United States,one,19740,Public Institution
position1,51,2,14,700,17,125084,Man,FALSE,Caucasian,3,3,49,FALSE,FALSE,Doctoral,51,2,14,700,17,NA,Columbus,OH,43210,United States,one,56387,Public Institution
position2,24,2,8,350,10,89912,Woman,FALSE,Caucasian,NA,NA,40,FALSE,FALSE,Master's Degree,51,2,14,700,17,NA,Columbus,OH,43210,United States,one,56387,Public Institution
position19,1,0,0,0,0,50059,Man,FALSE,Caucasian,NA,NA,35,FALSE,FALSE,Master's Degree,51,2,14,700,17,NA,Columbus,OH,43210,United States,one,56387,Public Institution
position19,0,0,0,0,0,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,51,2,14,700,17,NA,Columbus,OH,43210,United States,one,56387,Public Institution
position17,1,0,0,0,0,62835,NA,FALSE,Caucasian,6,12,49,FALSE,FALSE,Master's Degree,51,2,14,700,17,NA,Columbus,OH,43210,United States,one,56387,Public Institution
position16,0,0,0,0,0,40000,Woman,FALSE,Caucasian,1,3,24,FALSE,FALSE,Master's Degree,51,2,14,700,17,NA,Columbus,OH,43210,United States,one,56387,Public Institution
position17,1,0,14,5,0,62821,Man,FALSE,Caucasian,3,11,35,FALSE,FALSE,Master's Degree,51,2,14,700,17,NA,Columbus,OH,43210,United States,one,56387,Public Institution
position19,0,0,0,4,0,42420,Woman,FALSE,African American,2,5,28,FALSE,FALSE,Master's Degree,51,2,14,700,17,NA,Columbus,OH,43210,United States,one,56387,Public Institution
position22,0,0,0,0,0,41953,Woman,FALSE,African American,16,16,61,FALSE,FALSE,Bachelor's Degree,51,2,14,700,17,NA,Columbus,OH,43210,United States,one,56387,Public Institution
position22,0,0,0,0,0,25022,Man,FALSE,Caucasian,1,1,22,FALSE,FALSE,Bachelor's Degree,51,2,14,700,17,NA,Columbus,OH,43210,United States,one,56387,Public Institution
position3,8,0,5,200,5,76000,Man,FALSE,Caucasian,1,10,34,FALSE,FALSE,Master's Degree,51,2,14,700,17,NA,Columbus,OH,43210,United States,one,56387,Public Institution
position11,2,0,3,100,0,52000,Man,FALSE,African American,4,8,38,FALSE,FALSE,Master's Degree,51,2,14,700,17,NA,Columbus,OH,43210,United States,one,56387,Public Institution
position11,0,0,2,50,0,40758,Man,FALSE,African American,2,5,29,FALSE,FALSE,Master's Degree,51,2,14,700,17,NA,Columbus,OH,43210,United States,one,56387,Public Institution
position11,0,0,1,50,0,40000,Man,FALSE,African American,1,1,26,FALSE,FALSE,Master's Degree,51,2,14,700,17,NA,Columbus,OH,43210,United States,one,56387,Public Institution
position16,0,0,0,50,10,42000,Woman,FALSE,Caucasian,1,3,28,FALSE,FALSE,Master's Degree,51,2,14,700,17,NA,Columbus,OH,43210,United States,one,56387,Public Institution
position6,3,0,2,12,5,50000,Woman,FALSE,Caucasian,2,6,32,FALSE,FALSE,Master's Degree,51,2,14,700,17,NA,Columbus,OH,43210,United States,one,56387,Public Institution
position6,0,0,1,6,3,40000,Woman,FALSE,Caucasian,1,1,24,FALSE,FALSE,Bachelor's Degree,51,2,14,700,17,NA,Columbus,OH,43210,United States,one,56387,Public Institution
position6,0,0,1,6,3,40800,Woman,FALSE,Caucasian,3,4,27,FALSE,FALSE,Bachelor's Degree,51,2,14,700,17,NA,Columbus,OH,43210,United States,one,56387,Public Institution
position2,27,0,6,300,10,89663,Man,FALSE,Caucasian,3,15,44,FALSE,FALSE,Master's Degree,51,2,14,700,17,NA,Columbus,OH,43210,United States,one,56387,Public Institution
position20,2,0,1,40,0,54810,Man,FALSE,Caucasian,2,10,36,FALSE,FALSE,Master's Degree,51,2,14,700,17,NA,Columbus,OH,43210,United States,one,56387,Public Institution
position20,0,0,0,20,0,40000,Woman,FALSE,Caucasian,1,1,24,FALSE,FALSE,Master's Degree,51,2,14,700,17,NA,Columbus,OH,43210,United States,one,56387,Public Institution
position20,0,0,0,20,0,45062,Man,FALSE,Caucasian,2,2,37,FALSE,FALSE,Master's Degree,51,2,14,700,17,NA,Columbus,OH,43210,United States,one,56387,Public Institution
position15,3,0,2,50,0,54187,Man,FALSE,Caucasian,8,3,37,FALSE,FALSE,Master's Degree,51,2,14,700,17,NA,Columbus,OH,43210,United States,one,56387,Public Institution
position15,0,0,1,25,0,40557,Woman,FALSE,Caucasian,2,4,29,FALSE,FALSE,Master's Degree,51,2,14,700,17,NA,Columbus,OH,43210,United States,one,56387,Public Institution
position15,0,0,1,15,0,44000,Woman,FALSE,African American,15,15,39,FALSE,FALSE,Master's Degree,51,2,14,700,17,NA,Columbus,OH,43210,United States,one,56387,Public Institution
position15,0,0,1,15,0,41684,Man,FALSE,Caucasian,3,5,29,FALSE,FALSE,Master's Degree,51,2,14,700,17,NA,Columbus,OH,43210,United States,one,56387,Public Institution
position15,2,0,1,40,0,51591,Woman,FALSE,Caucasian,2,8,32,FALSE,FALSE,Master's Degree,51,2,14,700,17,NA,Columbus,OH,43210,United States,one,56387,Public Institution
position15,0,0,1,15,0,41074,Man,FALSE,Caucasian,3,7,31,FALSE,FALSE,Master's Degree,51,2,14,700,17,NA,Columbus,OH,43210,United States,one,56387,Public Institution
